hiv_prep_longitudinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prep,prophylaxis,truvada,descovy,apretude,Dates,United States Avg,United States,NY,NY-New York City,DC,DC-Washington,WI,WI-Madison,United Kingdom,IL,IL-Chicago,MN,CA,NC,VA,Pakistan,Romania,The Netherlands,OH,CA-San Diego,Ukraine,GA,GA-Atlanta,India,MS,Singapore,CA-Los Angeles,ID,FL,OR,OR-Portland,PA,PA-Philadelphia,Jordan,MA,MA-Boston,HI,HI-Honolulu,Sweden,CO,Ghana,TN,TN-Nashville,WA,WA-Seattle,South Africa,MD,NV,NV-Las Vegas,Austria,Estonia,VA-Arlington,NJ,Australia,Mexico,Canada,LA,LA-New Orleans,IN,IN-Indianapolis,CA-Sacramento,ID-Boise,NY-Buffalo,CA-Oakland,CO-Denver,Kenya,MO,Switzerland,Germany,Indonesia,TX,TX-Dallas,NV-Reno,NM,NM-Albuquerque,AZ,AZ-Phoenix,TX-San Antonio,Philippines,Norway,RI,IA,Gibraltar,MD-Baltimore,MI,MI-Detroit,OH-Cleveland,NH,LA-Baton Rouge,AZ-Tucson,Italy,CT,SC,Egypt,Sri Lanka,PA-Pittsburgh,AR,AL,Rwanda,Peru,FL-Miami,Japan,Malaysia,FL-Orlando,Nigeria,NC-Charlotte,CA-San Jose,Spain,Bangladesh,MN-Minneapolis,TX-Houston,NC-Durham,TX-Austin,France,Thailand,WI-Milwaukee,Armenia,CA-Anaheim,New Zealand,Portugal,Cambodia,Venezuela,Ireland,VT,VA-Richmond,OH-Cincinnati,Malawi,AZ-Glendale,Lebanon,Panama,Madagascar,Uganda,Belgium,KY,AK,AK-Anchorage,KS,AZ-Mesa,China,South Korea,FL-Tampa,IN-Fort Wayne,Botswana,Jamaica,Ethiopia,WV,Netherlands,NE,NE-Omaha,UT,NC-Greensboro,Argentina,United Arab Emirates,Cameroon,Kuwait,CA-Santa Ana,MO-Kansas City,OH-Toledo,CA-Riverside,NJ-Newark,Slovenia,CA-Bakersfield,NC-Raleigh,Brazil,Poland,El Salvador,Kazakhstan,ND,KY-Louisville,NJ-Jersey City,CO-Colorado Springs,Zambia,Tajikistan,Israel,Chile,Puerto Rico,DE,TX-Plano,CA-San Francisco,Tunisia,Ecuador,Dominican Republic,Vietnam,Zimbabwe,AZ-Scottsdale,Denmark,OH-Columbus,Czech Republic,NE-Norfolk,Iran,Senegal,Namibia,Finland,Cyprus,TX-Lubbock,Barbados,Reunion,Mauritius,Bahrain,Turkey,Tanzania,Nepal,Saudi Arabia,Algeria,TX-Arlington,Trinidad and Tobago,KS-Wichita,Luxembourg,Seychelles,Russia,French Polynesia,CA-Irvine,AZ-Gilbert,Mali,MT,OK,OK-Oklahoma City,ME,ME-Portland,Ivory Coast,Maldives,Hong Kong,St. Lucia,Angola,Uzbekistan,Bolivia,WY,Greece,DE-Newark,WA-Spokane,Colombia,IN-Columbus,CA-Fresno,Albania,TN-Memphis,Morocco,NE-Lincoln,Saint Lucia,CA-Richmond,Taiwan,Honduras,Burkina Faso,Antarctica,Slovakia,Nicaragua,CA-Fremont,CA-Long Beach,Turks and Caicos Islands,The Bahamas,SD,VA-Virginia Beach,Palestinian Territory,Suriname,CA-Newark,AZ-Chandler,Belize,Hungary,GA-Columbus,CA-Glendale,NC-Jacksonville,NV-Henderson,Mozambique,British Virgin Islands,OK-Tulsa,TX-Fort Worth,Moldova,Afghanistan,Guyana,Guatemala,TX-Irving,Costa Rica,Antigua and Barbuda,Qatar,VA-Norfolk,Latvia,Myanmar,Lesotho,KS-Kansas City,Uruguay,Brunei,Swaziland,Georgia,TX-El Paso,Mongolia,Liberia,Anguilla,South Sudan,Guadeloupe,Haiti,Cayman Islands,Cuba,Malta,TX-Corpus Christi,Libya,Bosnia and Herzegovina,Serbia,NY-Long Beach,Croatia,The Gambia,Macedonia,Somalia,TX-Laredo,Sudan,CO-Aurora,Paraguay,Turkmenistan,Democratic Republic of Congo,Iceland,TN-Cleveland,Republic of Latvia,Iraq,Fiji,CA-Stockton,Syria,U.S. Virgin Islands,Papua New Guinea,Kosovo,MA-Lexington,CA-Chula Vista,Oman,Bulgaria,Montenegro,Republic of Lithuania,Kyrgyzstan,Eswatini,KY-Henderson,TX-Garland,South Georgia and the South Sandwich Islands,Cook Islands,IL-Aurora,NJ-Madison,Benin,CA-Lincoln,Sierra Leone,Dominica,MA-Arlington,Monaco,AL-Madison,Aruba,MS-Madison,CO-Louisville,FL-Jacksonville,Djibouti,Grenada,IN-Richmond,North Korea,Martinique
367,47,22,15,0,2020-07-25,3.411764706,174,29,15,23,23,2,,37,6,5,3,18,1,1,,,,3,,,9,3,2,,1,1,,11,2,1,2,1,,8,6,1,1,,2,4,2,1,2,2,17,5,6,6,,,,9,6,,9,,,2,1,1,,,1,2,7,,2,,,10,3,,,,1,,1,5,,1,2,,2,1,,1,,,1,,1,,,,1,,,,,1,1,,,1,,,,,3,4,,1,1,,1,,,,,,1,1,,,,1,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,57,28,7,0,2020-08-01,2.862745098,146,29,17,19,19,,,31,7,4,1,14,5,2,1,,,1,,,5,2,,,,3,,12,,,5,1,,2,,,,,1,6,2,1,1,1,4,,1,1,,,,4,3,1,8,,,3,2,,,,,,10,,1,,,8,2,,,,1,1,1,14,,,1,,,3,1,,1,,,,1,2,,4,1,1,,,,,,1,1,17,,,,,1,2,3,,1,2,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,65,56,15,0,2020-08-08,2.62745098,134,22,17,10,10,1,,29,4,4,,12,5,3,,,,2,2,,4,2,2,1,2,1,,19,1,1,3,1,1,2,1,,,,1,9,4,,,,8,4,1,1,,,,7,2,,3,,,2,2,1,,,,1,5,,,,,10,3,,,,3,1,1,6,1,,,,1,2,2,2,,,2,,1,,,,,,,,,2,,2,,5,,,2,,,,,,,1,1,,,,,,,,,2,,1,,,,,4,,,,,,,5,,,,1,1,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,38,37,26,0,2020-08-15,3.137254902,160,30,24,18,18,,,47,8,6,4,13,3,2,,,1,2,3,1,13,5,,,,,,13,1,1,4,2,,3,,1,1,,3,4,1,1,2,2,6,1,2,2,,,,7,1,,4,1,,,,,,,,3,7,1,1,,,15,4,,,,3,1,1,12,,,1,,,1,,,1,,,1,1,,,,,,2,,,1,1,,2,2,1,,1,,4,,,,,2,,,,,,,,2,,,,,,,,,2,,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,3,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
322,39,15,2,0,2020-08-22,2.960784314,151,29,17,16,16,,,40,8,7,1,9,2,,,,,3,1,,8,4,2,,,1,,15,1,1,3,1,1,2,2,,,,4,1,3,,1,1,14,3,,,,1,,8,,,6,,,2,2,,,,,3,5,2,,,,14,2,,,,,,,2,,,1,,2,,,,1,,,,1,,,,,,2,,,1,,3,,3,,,1,,1,2,2,1,,,,,,,,,,1,,,,,,,,,1,,,1,1,,,,,,,,,,,2,,,,,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,67,26,18,0,2020-08-29,3.529411765,180,27,20,10,10,,,42,10,8,3,15,2,4,,,1,2,,,13,6,,1,,1,,32,3,2,5,1,,3,3,1,,1,1,5,5,5,3,3,25,5,2,2,,,,2,4,,2,,,,,,,,1,1,27,2,1,1,,12,4,,,,1,,,1,1,1,,,1,1,,,1,,1,,2,1,,,3,,1,,,2,1,1,1,5,,,,,,2,2,,,3,,,,,,,,1,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,49,7,1,0,2020-09-05,1.960784314,100,13,5,20,20,1,,44,5,2,1,8,3,1,,,,1,1,,8,5,5,,,1,,6,,,4,3,,3,2,,,,,2,3,1,1,1,16,,,,,,1,6,3,,5,,,,,1,,,1,,6,1,,,,5,,,,,,,2,3,,,1,,,1,1,1,,,,,1,,,1,,,,,,,1,2,,6,,,,,1,1,,1,,,1,,,,,,1,6,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,39,16,10,0,2020-09-12,2.176470588,111,10,6,3,3,1,,47,4,4,,14,,3,4,,,2,2,,10,6,1,1,,,,11,,,3,1,2,3,1,2,2,,,3,,,1,1,10,3,2,2,,,2,3,,,8,2,1,2,2,,,,,,3,,,,2,10,1,,,,,,,1,,1,1,,2,1,,,2,,,,1,1,,,2,1,1,,,1,,,,1,,,1,,,,,3,,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,33,16,3,0,2020-09-19,3.078431373,157,30,21,7,7,1,,41,3,2,1,17,,,,,,4,,,9,6,1,,,1,,15,,,6,4,,2,2,1,1,2,,2,4,3,2,2,10,6,1,1,,,,11,1,,3,,,,,,,,1,,4,1,,,,12,1,,,,2,2,,3,,1,2,,4,,,1,,,,1,1,4,1,,,,,,,1,,2,1,3,,,1,,,3,,,,2,1,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
499,67,33,4,0,2020-09-26,4.31372549,220,32,28,14,14,,,82,5,3,1,21,6,3,,,,9,3,,17,10,,,,1,,23,2,2,12,2,,4,3,1,1,,1,1,,,2,1,12,3,,,,1,,11,2,,3,,,2,2,1,,,,1,3,1,1,,1,16,2,,1,1,,,,3,,1,,,1,4,,1,2,,,,3,1,,,6,1,3,1,,4,,1,1,1,,,,,1,10,,1,,2,,,,,,,,10,,,1,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,54,34,9,0,2020-10-03,3.196078431,163,36,27,11,11,,,62,5,3,2,10,4,3,,,,1,3,,12,7,2,,,,,21,2,1,3,3,,5,4,1,1,1,,,,,1,1,7,3,,,,,,4,1,2,3,,,,,,,,,,6,1,,,1,14,1,,1,,,,,2,,2,,,1,1,,,1,,,1,2,1,,,,,1,,,3,,1,1,2,,,,,2,3,,,,,,,,,,,,10,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,42,11,6,0,2020-10-10,2.921568627,149,27,20,5,5,5,,79,13,9,,14,2,,,,,3,1,,11,3,,,,1,,14,1,1,1,,,1,1,,,,6,,4,2,,,12,2,,,,,,5,2,,6,,,2,2,1,,,3,5,4,,1,1,1,14,1,,,,,,,3,,1,,,1,2,,,1,,,,,,1,,1,,,,,1,,,2,2,,,1,1,,4,,2,,1,2,,,1,,,,,,,1,,,,,,2,,,,,1,,,,,,,2,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,52,15,6,0,2020-10-17,2.803921569,143,20,12,11,11,3,,106,8,6,2,9,1,,,,,4,,,11,9,1,,,,,10,1,1,2,1,1,8,7,,,,2,,2,1,1,1,15,3,,,,,,5,3,,1,,,,,,,,,1,4,,5,,,9,4,,1,,1,,,4,,2,,,,1,1,,3,,1,,2,,,1,,,1,,,3,,,2,2,,,,,1,3,,,3,2,2,,,,,1,,2,,,,,,,,,1,,1,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,53,26,5,0,2020-10-24,4.823529412,246,134,83,8,8,2,,45,5,3,,10,3,,,,,4,1,,10,6,1,,,,,7,,,4,,,3,3,1,1,,3,,3,,,,18,3,1,,,1,,10,,,4,1,1,2,,1,,6,,2,4,1,2,,,14,1,1,,,3,2,,1,,,,,,,,,1,,,,4,,1,,,,,,,,,2,,1,,,1,,,4,,1,1,1,2,,,,,,,2,,,,1,,,,,5,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,42,12,4,0,2020-10-31,2.117647059,108,31,21,,,,,70,5,3,,8,1,,,,,3,,,7,3,,,,,,7,,,1,1,,1,1,2,1,,4,,,,1,1,16,3,1,,,,,5,2,,1,1,,2,1,2,,,,2,2,,2,,1,10,5,1,,,4,3,1,3,,,,,,,,,2,,,,,,,,,,,,,,,4,,3,,1,,,,1,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,58,94,10,0,2020-11-07,6.941176471,354,65,50,23,23,2,,77,13,11,3,49,12,,4,,2,7,5,,13,9,15,1,1,,,23,4,2,12,2,,15,11,1,1,,11,2,5,4,2,2,32,10,,,,1,,10,4,,5,,,5,4,,,,2,5,8,,13,4,,22,6,,,,,,1,3,,2,1,,3,2,,2,2,,,,,,1,,3,,2,,,2,3,4,1,11,,,2,,2,6,7,2,3,,1,,,,1,,3,7,,,,2,,,,,3,2,,,,,,,,,,1,,2,1,2,2,2,,,,,,,,,1,1,2,,,,5,,1,,,,,,,,,1,,,,,6,,1,,2,,,2,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
454,61,26,3,0,2020-11-14,3.705882353,189,38,25,22,22,2,,51,6,5,,20,4,,,,2,3,,,16,8,2,,,1,,11,1,1,3,1,1,3,2,1,1,4,4,4,2,1,5,4,28,7,1,1,,,,7,4,,4,,,2,1,1,,,1,1,2,1,11,2,1,11,4,,,,2,,,1,,,,,2,,,,,,,,,,,1,2,,1,,,1,1,,,5,1,,,,,4,1,1,,,2,,,,,,,1,,,,1,,,,,7,1,,,,,,,,,,1,,,,,1,1,,,,,,,,1,,,2,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,72,13,2,0,2020-11-21,2.137254902,109,18,13,19,19,1,,81,2,1,,8,1,1,2,,2,5,,,5,2,1,,,,,11,1,1,3,,,1,1,1,1,,,,2,1,,,28,2,,,,,1,6,3,1,2,,,1,1,,,,,,3,,,1,,9,1,,,,,,,5,,1,,,1,3,1,,1,,,,1,,,,1,,,1,,,,1,1,3,,,1,,,2,,,1,,1,,,,,,,2,,,,,,1,,,1,1,1,1,1,,,1,,,,1,1,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,149,35,12,0,2020-11-28,8.058823529,411,50,40,43,43,3,1,160,24,18,2,55,12,9,,,3,11,3,1,20,9,11,3,1,2,1,14,4,3,21,4,2,8,5,1,1,,6,1,15,10,10,8,29,5,4,2,,2,3,9,13,,18,3,2,5,3,1,,,1,3,12,5,3,3,,20,6,,1,1,3,2,2,6,2,1,1,,1,5,2,3,4,,1,,,,,4,4,,3,2,,3,,2,,20,1,1,,,1,4,1,4,1,1,1,,2,1,2,,,11,,,,,,,,,12,6,1,,,,,,,,,3,2,,2,1,3,2,,,1,,,,,2,,,1,,,2,,,,,,1,2,,2,,,,,,,,1,,,,1,,1,6,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
366,61,10,6,0,2020-12-05,2.666666667,136,23,17,19,19,,,55,5,5,1,11,2,1,,,,4,1,,8,5,4,,,,,7,1,1,6,2,1,5,4,1,1,,,1,2,,1,1,17,2,,,,2,,5,8,,3,1,1,1,,3,,,,,5,,,,,8,4,,1,,2,2,,4,,,,,1,2,,1,,,,,1,1,,,2,1,4,,,1,,2,,6,1,,,,1,3,,,,3,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,2,,,,,,,,,,,,9,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,76,22,3,0,2020-12-12,3.176470588,162,35,18,18,18,,,69,7,5,1,17,2,1,,,,5,,,13,9,1,,,,,14,1,1,2,1,,3,3,4,3,,,2,2,,1,1,20,2,1,,,,,4,4,,10,2,2,2,1,,,,1,,3,1,5,1,,11,5,1,2,1,2,2,,2,,,,,1,,,3,2,,,,,,,,,,2,,,2,,,1,5,,1,,1,,4,1,1,,,,,,1,1,,,3,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,42,12,5,0,2020-12-19,2.137254902,109,19,12,10,10,,,31,3,2,1,15,3,,,,,2,,,9,6,1,,,1,,9,1,1,4,2,1,2,2,,,1,1,,,,2,2,6,1,,,,,,1,2,,3,1,1,,,3,,,,1,2,,1,,,13,6,,1,1,,,2,2,,1,,,,1,,1,,,,,,,,,,,,,,,,1,,1,,,,,1,,2,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,38,12,2,0,2020-12-26,3.039215686,155,32,25,16,16,1,,40,8,2,,9,10,1,,,,4,1,,12,9,2,1,,,,8,2,,5,2,,4,3,,,,2,,1,1,,,9,7,,,,,,5,4,,3,3,1,,,,,,,2,,,2,,,11,1,,,,,,,,,,,,4,3,1,,1,,,,,,,,1,,1,,,,,,1,6,6,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,39,22,10,0,2021-01-02,2.921568627,149,34,24,21,21,,,41,5,3,,16,2,,,,,6,1,,9,5,,,,1,,4,2,2,7,,,2,1,1,1,,1,2,1,,1,1,4,1,1,1,,,,4,6,,2,,,,,2,,,1,,1,1,,,,19,1,,,,2,,,,,,,,,,,,,,,,1,,,,2,,2,,,,,,,3,,,,,,2,1,1,,2,,,,,,,,4,,,,,,,,,,,,1,1,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,33,28,4,0,2021-01-09,3.333333333,170,29,20,15,15,,,27,8,4,,12,1,2,,,,31,1,1,12,8,1,,1,1,,10,2,2,4,2,,2,1,,,,1,,1,,2,2,11,5,,,,,,6,1,,4,1,1,,,,,,1,,1,1,3,,,13,2,,,,,,1,2,,1,,,,3,,2,,,,,,1,,,1,,2,,,2,,3,1,,,,,,,,1,3,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
