hiv_prep_longitudinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prep,prophylaxis,truvada,descovy,apretude,Dates,United States Avg,United States,NY,NY-New York City,DC,DC-Washington,WI,WI-Madison,United Kingdom,IL,IL-Chicago,MN,CA,NC,VA,Pakistan,Romania,The Netherlands,OH,CA-San Diego,Ukraine,GA,GA-Atlanta,India,MS,Singapore,CA-Los Angeles,ID,FL,OR,OR-Portland,PA,PA-Philadelphia,Jordan,MA,MA-Boston,HI,HI-Honolulu,Sweden,CO,Ghana,TN,TN-Nashville,WA,WA-Seattle,South Africa,MD,NV,NV-Las Vegas,Austria,Estonia,VA-Arlington,NJ,Australia,Mexico,Canada,LA,LA-New Orleans,IN,IN-Indianapolis,CA-Sacramento,ID-Boise,NY-Buffalo,CA-Oakland,CO-Denver,Kenya,MO,Switzerland,Germany,Indonesia,TX,TX-Dallas,NV-Reno,NM,NM-Albuquerque,AZ,AZ-Phoenix,TX-San Antonio,Philippines,Norway,RI,IA,Gibraltar,MD-Baltimore,MI,MI-Detroit,OH-Cleveland,NH,LA-Baton Rouge,AZ-Tucson,Italy,CT,SC,Egypt,Sri Lanka,PA-Pittsburgh,AR,AL,Rwanda,Peru,FL-Miami,Japan,Malaysia,FL-Orlando,Nigeria,NC-Charlotte,CA-San Jose,Spain,Bangladesh,MN-Minneapolis,TX-Houston,NC-Durham,TX-Austin,France,Thailand,WI-Milwaukee,Armenia,CA-Anaheim,New Zealand,Portugal,Cambodia,Venezuela,Ireland,VT,VA-Richmond,OH-Cincinnati,Malawi,AZ-Glendale,Lebanon,Panama,Madagascar,Uganda,Belgium,KY,AK,AK-Anchorage,KS,AZ-Mesa,China,South Korea,FL-Tampa,IN-Fort Wayne,Botswana,Jamaica,Ethiopia,WV,Netherlands,NE,NE-Omaha,UT,NC-Greensboro,Argentina,United Arab Emirates,Cameroon,Kuwait,CA-Santa Ana,MO-Kansas City,OH-Toledo,CA-Riverside,NJ-Newark,Slovenia,CA-Bakersfield,NC-Raleigh,Brazil,Poland,El Salvador,Kazakhstan,ND,KY-Louisville,NJ-Jersey City,CO-Colorado Springs,Zambia,Tajikistan,Israel,Chile,Puerto Rico,DE,TX-Plano,CA-San Francisco,Tunisia,Ecuador,Dominican Republic,Vietnam,Zimbabwe,AZ-Scottsdale,Denmark,OH-Columbus,Czech Republic,NE-Norfolk,Iran,Senegal,Namibia,Finland,Cyprus,TX-Lubbock,Barbados,Reunion,Mauritius,Bahrain,Turkey,Tanzania,Nepal,Saudi Arabia,Algeria,TX-Arlington,Trinidad and Tobago,KS-Wichita,Luxembourg,Seychelles,Russia,French Polynesia,CA-Irvine,AZ-Gilbert,Mali,MT,OK,OK-Oklahoma City,ME,ME-Portland,Ivory Coast,Maldives,Hong Kong,St. Lucia,Angola,Uzbekistan,Bolivia,WY,Greece,DE-Newark,WA-Spokane,Colombia,IN-Columbus,CA-Fresno,Albania,TN-Memphis,Morocco,NE-Lincoln,Saint Lucia,CA-Richmond,Taiwan,Honduras,Burkina Faso,Antarctica,Slovakia,Nicaragua,CA-Fremont,CA-Long Beach,Turks and Caicos Islands,The Bahamas,SD,VA-Virginia Beach,Palestinian Territory,Suriname,CA-Newark,AZ-Chandler,Belize,Hungary,GA-Columbus,CA-Glendale,NC-Jacksonville,NV-Henderson,Mozambique,British Virgin Islands,OK-Tulsa,TX-Fort Worth,Moldova,Afghanistan,Guyana,Guatemala,TX-Irving,Costa Rica,Antigua and Barbuda,Qatar,VA-Norfolk,Latvia,Myanmar,Lesotho,KS-Kansas City,Uruguay,Brunei,Swaziland,Georgia,TX-El Paso,Mongolia,Liberia,Anguilla,South Sudan,Guadeloupe,Haiti,Cayman Islands,Cuba,Malta,TX-Corpus Christi,Libya,Bosnia and Herzegovina,Serbia,NY-Long Beach,Croatia,The Gambia,Macedonia,Somalia,TX-Laredo,Sudan,CO-Aurora,Paraguay,Turkmenistan,Democratic Republic of Congo,Iceland,TN-Cleveland,Republic of Latvia,Iraq,Fiji,CA-Stockton,Syria,U.S. Virgin Islands,Papua New Guinea,Kosovo,MA-Lexington,CA-Chula Vista,Oman,Bulgaria,Montenegro,Republic of Lithuania,Kyrgyzstan,Eswatini,KY-Henderson,TX-Garland,South Georgia and the South Sandwich Islands,Cook Islands,IL-Aurora,NJ-Madison,Benin,CA-Lincoln,Sierra Leone,Dominica,MA-Arlington,Monaco,AL-Madison,Aruba,MS-Madison,CO-Louisville,FL-Jacksonville,Djibouti,Grenada,IN-Richmond,North Korea,Martinique
295,42,15,4,0,2021-01-16,2.37254902,121,32,16,9,9,,,45,4,4,,14,2,1,,,,4,,,8,6,4,,,,,5,2,1,4,1,,4,4,,,,2,3,1,,2,2,14,1,,,,,1,2,2,,4,,,2,2,,,,1,,4,2,1,,,14,4,,,,1,1,,2,,,,,,,,1,,,,,,,,,3,,,,,,,1,,,1,,,,,1,,,,2,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,49,19,8,0,2021-01-23,3.901960784,199,49,32,18,18,,,96,3,2,2,13,4,1,,,,3,1,,15,11,2,2,,1,,11,2,2,3,,,3,2,,,,2,1,2,,3,3,36,4,,,,,,6,3,,5,2,2,1,,1,,,,,8,,10,,1,25,5,,,,1,1,,,,,,,2,2,,,4,,,,,,,,1,,1,,,,,,1,1,1,,,,1,2,,,,2,,,,,1,,,2,,,,,,,,,,,,1,1,,,,,,,,,,2,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,68,17,3,0,2021-01-30,3.588235294,183,52,29,18,18,,,112,4,4,2,9,4,2,,,,4,1,,17,12,2,,,,,4,1,1,6,4,,3,3,,,,2,,,,4,4,36,4,,,,,,7,2,1,6,1,1,2,2,,,,,,1,5,2,1,,14,6,,,,1,,1,1,,1,2,,1,1,,2,,,1,,1,,,,1,,1,,,,3,,1,5,,,2,4,1,1,2,1,1,,,,,,1,,,3,,1,,,,,,,1,,,1,1,,,,,,,1,,,,,2,2,1,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,48,13,1,0,2021-02-06,4.274509804,218,40,33,15,15,1,,66,5,3,,28,3,2,,,,7,1,1,19,12,1,1,,1,1,15,2,2,7,3,2,4,3,,,,1,,,,,,37,2,,,1,1,,10,4,,2,1,1,1,,,,,,1,3,5,2,,1,21,5,,1,1,2,,,6,,,,,,1,,2,,,1,,2,,,,2,1,2,,,3,1,2,2,9,,,,,,4,,1,,,,,,,1,,,3,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,2,,,2,,,,,,,,,1,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,56,17,2,0,2021-02-13,2.352941176,120,17,11,22,22,,,50,7,3,1,15,5,1,,,,3,,,10,6,,,1,1,,11,1,1,2,1,,2,1,,,1,,,3,1,2,1,20,,1,1,,1,,,2,,2,,,3,,,,,1,,10,1,2,,,6,1,,1,1,1,1,,5,,,,,,,,,2,,,,,,,,,,,,,1,,,1,5,1,,1,,,,2,,,,,,,,,,,3,,,3,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,47,11,10,0,2021-02-20,2.941176471,150,28,21,15,15,,,44,2,1,1,13,2,,1,,,3,,,13,10,1,,,,,15,,,9,1,,1,1,,,,2,1,3,2,2,2,7,3,,,,,,1,,,3,,,1,,1,,,,1,7,2,4,,1,13,,,,,1,1,,1,,,1,,2,2,,2,1,,,,2,1,,,1,,,,,1,,,2,2,1,1,,,,5,,,1,1,,,,,,,,9,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,62,12,4,0,2021-02-27,2.784313725,142,25,21,17,17,1,,55,3,3,1,9,5,,1,,,7,3,,5,4,,,,,,11,,,6,3,,3,2,2,2,7,1,,,,4,4,9,4,,,1,,,4,1,,4,1,,1,1,,,1,,1,3,3,,3,,15,1,,,,1,1,,4,,,1,,2,3,1,5,,,,,,,,,1,,1,,,1,1,,2,2,1,,1,,1,2,,3,,2,1,,,,,,1,3,,,,,,1,,,,,,,,,,,,,,9,,,,,,,,2,1,,,,,2,,,1,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,53,10,6,0,2021-03-06,5.117647059,261,46,37,26,26,1,,55,12,12,1,24,7,1,,,,7,2,,19,12,,1,,1,,23,,,4,1,,9,8,1,1,,2,1,,,,,12,6,1,1,,,,8,1,,2,,,5,5,,,,1,2,5,2,6,,,19,2,,,,2,1,1,8,,2,2,,3,7,1,4,,,,,2,1,,,3,,3,,,2,,,2,1,,,,,,3,2,1,,1,1,,1,,,,,3,,,,,,,,,3,,1,,,,,,,,,2,,,,,,,,3,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,47,18,3,0,2021-03-13,2.843137255,145,28,25,21,21,,,50,4,,,15,2,1,,,,2,,2,14,10,,1,,1,,7,,,4,3,,4,3,1,1,,3,,2,,1,1,15,2,,,,2,1,5,1,,1,,,,,1,,,,1,6,2,3,1,,11,,,,,,,,1,,,,,,4,1,1,,,,,1,,,,,,,1,,1,,,1,5,,,,,,2,,,,1,,,,,,,,2,,,,1,,,,,,1,,,,,,,,,,8,,,,,,,,1,,,,,,2,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
388,30,13,1,0,2021-03-20,3.333333333,170,29,22,22,22,1,1,45,6,4,,13,7,3,,,,8,1,,13,11,2,,2,,,10,3,1,3,2,,3,2,1,1,,2,2,1,,2,2,12,1,3,2,,,1,1,3,,2,1,1,5,4,1,,1,,1,,2,1,,,13,1,,,,2,1,,3,,,,,1,4,,2,,,1,,,2,,,1,,,,,1,,,1,5,1,,,,,1,1,,,4,,,,,,,,3,,,5,,,,,,1,,,1,1,,,,,,,8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,40,16,6,0,2021-03-27,3.196078431,163,25,17,41,41,,,38,1,1,,11,5,,,,,2,,,5,3,2,2,,,,10,2,1,,,,2,2,3,3,,1,1,3,,1,1,7,4,,,,,,5,2,,1,,,2,1,,,,,,5,1,,,,26,,,,,,,,5,,1,,,,1,,1,,,,,,,,,,,1,,,,,,1,1,1,,,,,4,1,16,,10,,,,,1,,,2,,,,,,,,,1,,,,,,,,,,,4,,,2,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,61,10,6,0,2021-04-03,3.117647059,159,23,16,24,24,,,42,4,4,,13,,4,,,,4,1,,10,8,,2,,,,11,,,4,2,,3,,,,,2,,1,1,3,3,16,3,1,1,1,,,2,1,,3,,,,,,,,,,8,4,1,1,,17,2,,1,1,,,1,1,,,,,3,2,,2,2,,,,,,,,,,2,,3,,1,2,1,3,,,1,,,6,,2,,,,,,,,1,,1,,1,,1,,,,,2,,,,,,,,,,,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
444,42,10,5,0,2021-04-10,3.980392157,203,27,19,25,25,2,,50,5,4,,28,4,,,,,4,2,,9,5,,4,,,,16,1,1,7,3,,5,4,2,2,,3,2,1,,1,1,17,1,1,1,1,1,,4,1,,4,3,2,,,,,1,2,1,2,6,,1,1,22,2,,,,3,2,1,4,,,,,1,,,1,1,,,,3,2,,,,,1,,,2,,2,1,8,,1,,,,5,1,2,,2,,,,,,,,2,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,81,32,5,0,2021-04-17,3.352941176,171,20,14,21,21,,,63,11,9,1,18,1,,,,1,4,1,,10,4,,1,1,1,,10,1,,10,7,,6,4,4,3,,3,2,2,,1,1,48,5,4,4,,,,3,2,,9,2,,,,,,1,1,3,5,2,2,,1,12,,,,,3,3,1,,,,,,2,3,,1,,,,,2,1,,,2,,,,,,,1,1,12,,1,1,,1,6,,2,,1,,,,,,,1,1,,,,,,,,,1,,2,1,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,2,,,,,,,,1,,,,,,,1,,,,,2,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,50,11,13,0,2021-04-24,2.823529412,144,22,18,30,30,2,,52,2,2,,7,2,,,,,6,,,10,8,1,,,,,6,3,3,4,2,,2,2,2,2,,,1,2,,2,2,7,2,,,1,,,6,4,,5,,,,,1,,,1,,2,1,,,,22,2,,,,,,,3,,,,,,4,1,2,,,,,,,,,2,,1,,,,,,,2,,,1,,,14,,2,,,1,,,,,,,,,,,,,1,,,4,1,,,,,,,,,,1,2,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,44,17,6,0,2021-05-01,2.784313725,142,28,21,16,16,,,36,7,4,1,16,2,,,,,4,1,,5,3,1,,,1,,8,1,,4,1,,8,6,,,,1,,1,,,,14,6,,,,,,2,2,,5,,,4,3,,,1,,,1,1,1,1,,14,,,1,,1,1,,3,,,,,,4,,2,,,,1,1,1,,,,,1,,,,,,3,6,1,,,,1,4,,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,6,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
325,50,13,4,0,2021-05-08,2.62745098,134,26,21,13,13,,,37,7,5,,13,5,1,,,,4,1,,7,5,3,1,2,,,8,,,1,,,3,3,1,,,4,2,1,,1,1,11,2,1,1,,,,1,3,,2,,,5,5,1,,,1,1,1,1,1,1,,12,1,,,,,,,3,,,,,2,,,1,1,,,,1,,,,,,,1,,,1,,2,18,,,,,,1,2,3,2,,,,,,,,2,2,,,,,,,,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,73,17,4,0,2021-05-15,2.62745098,134,14,13,13,13,,,41,9,9,,15,4,1,1,,,3,2,,12,6,2,2,1,2,,14,,,1,1,,3,2,,,,1,1,3,,,,14,5,,,,,,4,2,,4,1,1,3,1,,,,,,10,1,,,,5,1,,1,1,,,,2,,2,,,1,,,2,,,,,1,3,,,,,2,2,,1,1,5,2,12,,,,,,,,2,,1,,,,,,,,2,,,,,,,,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
361,55,19,4,0,2021-05-22,2.882352941,147,19,15,13,13,1,,51,3,1,,33,4,5,,,,3,,,8,7,,2,1,,,9,1,1,6,1,,3,3,3,3,,2,,1,1,1,1,5,3,1,,,,2,6,2,,2,,,1,1,,,,1,1,4,2,1,,,4,1,,,,,,,2,,,1,,1,4,,,1,,,,1,,,,2,,1,,,,,,2,7,,,,,,1,1,,1,,,,,,,,,1,,1,,,,1,,,8,,,,,,,,,,,,1,,,2,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,1,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,59,7,4,0,2021-05-29,2.549019608,130,23,16,14,14,,,52,4,2,1,8,1,2,,,,6,,,7,3,,1,,,,11,1,,7,4,,3,3,1,1,,2,1,1,1,1,1,9,3,1,,,,2,2,4,,1,1,1,3,2,,,1,1,1,1,2,2,,,12,2,1,,,1,1,,5,,,1,,1,1,,3,,,,,,,,,,,1,1,,1,1,1,2,2,,,,,,3,1,,,2,,,,,,,,4,,,2,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,75,6,3,0,2021-06-05,3.921568627,200,35,26,19,19,1,,56,1,,1,24,2,1,,,,4,2,1,14,8,2,,,1,,11,,,4,2,,3,1,1,1,1,6,,5,5,7,5,45,6,1,1,,,1,3,3,,9,,,,,2,,1,,2,4,2,14,2,,14,1,,,,1,1,,4,,,,,2,1,1,2,5,,,,,,,,2,3,3,,,1,,1,1,14,,,,,1,1,,1,1,1,1,,,,,,1,5,,,,,,,,,2,,1,,,1,,,,,,3,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,54,8,2,0,2021-06-12,3.568627451,182,28,20,14,14,,,54,4,2,1,16,6,,,,,7,,,6,5,,,,,,10,4,3,6,1,,2,1,,,2,2,,2,,9,8,16,9,1,1,,,,5,5,,3,,,,,1,,,1,1,3,1,3,3,,16,2,,1,1,1,1,,1,,,,,,5,5,3,3,,,,5,1,,,2,,1,,,,,1,,5,2,,,,,,,4,1,2,,,,,,,1,,,,3,,,,,,4,,1,,,,,2,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,3,,,,,1,,,,,,,2,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,50,4,2,0,2021-06-19,2.921568627,149,15,10,15,15,,,33,4,2,,35,4,2,,,,2,3,,5,5,1,2,,2,,10,1,1,3,3,,4,4,,,,4,1,4,3,5,4,13,8,1,1,,,,1,,,3,,,,,,,,2,,4,,1,,,5,,,1,1,1,1,,7,,,1,,2,1,,2,3,,,,,,,,,3,1,,,,,4,2,1,,,,,,2,,,,2,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,65,9,2,0,2021-06-26,3.588235294,183,28,22,27,27,,,51,7,4,,13,6,1,,,,3,1,,10,7,5,,,,,16,,,7,1,,3,,2,2,,1,,5,3,2,2,24,3,,,,,,6,9,,4,,,1,,,,,1,,4,,,,,13,1,,,,1,,,5,,,,,,2,,1,,,,,1,,,,1,1,1,,,1,1,2,,,,,,,,1,,2,1,2,,,,1,2,,,3,,,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,119,11,3,0,2021-07-03,2.941176471,150,33,29,28,28,,,39,6,5,,14,2,3,,,,6,1,1,9,6,2,,,,,7,2,2,2,,,4,3,1,,,1,,,,3,3,38,,1,1,,,,6,6,,5,,,1,,2,,,,,15,1,3,2,2,6,2,,,,,,,8,,,,,,3,,1,2,,,,,1,,,1,,1,,,,,2,1,1,,,,,,,,1,,2,,,,,,,,,1,,1,,,,,,2,,,,,,,,,,,,,,,,1,1,,,2,,,,2,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
